question,answer,type,entities,timestamp
What are the requirements for cauliflower cultivation?,"🌾 COMPLETE GUIDE: CAULIFLOWER IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 15-20°C
💧 Water: moderate, 400-500mm
📍 Regions: Punjab, KPK

🎯 Varieties: Snowball, Early Kunwari, Punjab-2013, NAB-506
💊 Fertilizer: NPK 100:60:60, urea
🐛 Pests: diamondback moth, cabbage worm
🦠 Diseases: black rot, club root
📈 Yield: 120-200 maunds, 6000-10000 kg

⏱️ Duration: 90-120 days
🌾 Harvest: December 15 - February 28

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['cauliflower'],2026-02-12T17:23:09.544877
Pests affecting onion and management?,"🌾 COMPLETE GUIDE: ONION IN PAKISTAN

📅 Season: rabi
🌱 Soil: sandy loam, loamy
🌡️ Temperature: 13-24°C
💧 Water: moderate, 350-550mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Phulkara, Swat-1, Sialkot Local, Red Pinoy
💊 Fertilizer: NPK 100:50:50, urea
🐛 Pests: thrips, onion fly
🦠 Diseases: purple blotch, downy mildew
📈 Yield: 100-180 maunds, 5000-9000 kg

⏱️ Duration: 100-150 days
🌾 Harvest: March 15 - May 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['onion'],2026-02-12T17:23:09.541879
Which crops are suitable for Punjab's climate?,"🌾 PUNJAB AGRICULTURE

Major Crops:
• Wheat (largest producer)
• Rice (Basmati exports)
• Cotton, Sugarcane
• Mangoes (Multan, Bahawalpur)
• Kinnow citrus

Regions:
• Central Punjab: Wheat, rice, cotton
• South Punjab: Mangoes, citrus
• North Punjab: Vegetables, fruits

Irrigation: Canal and tube wells
Climate: Subtropical",pakistan_specific,[],2026-02-12T17:23:09.521355
Properties of clay soil for agriculture,"🌍 CLAY SOIL PROFILE

📊 Properties:
• Texture: fine
• Drainage: poor to moderate
• Nutrients: high
• Water Holding: excellent
• pH: 5.5-7.5

🌱 Suitable Crops:
• rice, wheat, sugarcane, cotton

⚠️ Challenges:
• compaction, poor aeration

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['clay'],2026-02-12T17:23:09.533870
Problems with sandy loam soil and solutions,"🌍 SANDY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium coarse
• Drainage: good to excellent
• Nutrients: low to moderate
• Water Holding: moderate
• pH: 6.0-7.5

🌱 Suitable Crops:
• maize, cotton, tomato, onion

⚠️ Challenges:
• nutrient leaching, requires more fertilizer

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['sandy', 'sandy loam']",2026-02-12T17:23:09.544877
Should I grow sugarcane or brinjal?,"🌾 COMPARISON: SUGARCANE vs BRINJAL

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Sugarcane          │ Brinjal            │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ spring             │ kharif             │
│ Duration     │ 10-16 months       │ 100-120 days       │
│ Soil         │ deep fertile loamy │ loamy              │
│ Water        │ high               │ moderate           │
│ Yield/Acre   │ 600-800 maunds     │ 120-200 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Sugarcane: Punjab, Sindh
Brinjal: Punjab, Sindh",comparison_crop,"['brinjal', 'sugarcane']",2026-02-12T17:23:09.522365
Popular varieties of chili recommended for Pakistan?,"🌾 COMPLETE GUIDE: CHILI IN PAKISTAN

📅 Season: kharif
🌱 Soil: sandy loam, loamy
🌡️ Temperature: 20-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Longi, Mirch-444, NAB-503, Kashmiri (for red)
💊 Fertilizer: NPK 120:60:60, urea
🐛 Pests: thrips, mites
🦠 Diseases: anthracnose, leaf curl
📈 Yield: 30-50 maunds (green), 15-25 maunds (dry red)

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['chili'],2026-02-12T17:23:09.544877
Which is better: red or alluvial soil?,"📊 COMPARISON: RED vs ALLUVIAL SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Red            │ Alluvial       │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ sandy loam to loamy │ variable       │
│ Drainage    │ good           │ good           │
│ Water Hold  │ moderate       │ variable       │
│ Nutrients   │ low in organic matter │ high           │
└─────────────┴────────────────┴────────────────┘

Red crops: groundnut, rice (upland), millets
Alluvial crops: rice, wheat, sugarcane",comparison_soil,"['red', 'alluvial']",2026-02-12T17:23:09.557405
Which is better: rice or watermelon?,"🌾 COMPARISON: RICE vs WATERMELON

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Rice               │ Watermelon         │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ kharif             │ kharif             │
│ Duration     │ 90-150 days        │ 75-90 days         │
│ Soil         │ clay               │ sandy loam         │
│ Water        │ high               │ moderate           │
│ Yield/Acre   │ 40-60 maunds       │ 100-180 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Rice: Punjab, Sindh
Watermelon: Punjab, Sindh",comparison_crop,"['rice', 'watermelon']",2026-02-12T17:23:09.556405
Difference between spinach and sugarcane cultivation in Pakistan,"🌾 COMPARISON: SPINACH vs SUGARCANE

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Spinach            │ Sugarcane          │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ rabi               │ spring             │
│ Duration     │ 30-45 days         │ 10-16 months       │
│ Soil         │ loamy              │ deep fertile loamy │
│ Water        │ moderate           │ high               │
│ Yield/Acre   │ 40-70 maunds       │ 600-800 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Spinach: All Pakistan
Sugarcane: Punjab, Sindh",comparison_crop,"['spinach', 'sugarcane']",2026-02-12T17:23:09.527355
Tell me about clay loam soil characteristics,"🌍 CLAY LOAM SOIL PROFILE

📊 Properties:
• Texture: medium fine
• Drainage: moderate
• Nutrients: moderate to high
• Water Holding: good to high
• pH: 6.0-7.5

🌱 Suitable Crops:
• wheat, rice, cotton, sugarcane

⚠️ Challenges:
• compaction, slow drainage

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,"['clay loam', 'clay']",2026-02-12T17:23:09.545876
How to manage desert soil effectively?,"🌍 DESERT SOIL PROFILE

📊 Properties:
• Texture: sandy
• Drainage: excessive
• Nutrients: very low
• Water Holding: very poor
• pH: 7.0-9.0

🌱 Suitable Crops:
• millet, sorghum, pearl millet, cluster bean

⚠️ Challenges:
• aridity, sand movement

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['desert'],2026-02-12T17:23:09.523362
How to prepare land for groundnut cultivation?,"🔨 LAND PREPARATION FOR GROUNDNUT

Best Soil: well-drained sandy loam, loamy sand

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,['groundnut'],2026-02-12T17:23:09.543879
Complete guide to growing gram (chickpea) in Pakistan?,"🌾 COMPLETE GUIDE: GRAM (CHICKPEA) IN PAKISTAN

📅 Season: rabi
🌱 Soil: sandy loam, well-drained loamy
🌡️ Temperature: 15-25°C
💧 Water: low, 300-500mm, rainfed preferred
📍 Regions: Punjab, Sindh

🎯 Varieties: Desi (ICC-4958), Kabuli (BENA), Noor-91, Thal-2006
💊 Fertilizer: DAP 50-100 kg/acre, organic manure
🐛 Pests: pod borer, cutworm
🦠 Diseases: ascochyta blight, wilt
📈 Yield: 15-25 maunds, 600-1000 kg

⏱️ Duration: 90-120 days
🌾 Harvest: February 15 - March 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['gram (chickpea)'],2026-02-12T17:23:09.543879
Water retention capabilities of black soil,"🌍 BLACK SOIL PROFILE

📊 Properties:
• Texture: clayey
• Drainage: poor when wet
• Nutrients: high in calcium/magnesium
• Water Holding: good
• pH: 7.0-8.5

🌱 Suitable Crops:
• cotton, sugarcane, wheat, sorghum

⚠️ Challenges:
• cracks when dry, hard to work when wet

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['black'],2026-02-12T17:23:09.524358
Organic farming methods for citrus cultivation,"🌿 ORGANIC CITRUS

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['citrus'],2026-02-12T17:23:09.533870
Problems with loamy soil and solutions,"🌍 LOAMY SOIL PROFILE

📊 Properties:
• Texture: medium
• Drainage: good
• Nutrients: moderate to high
• Water Holding: good
• pH: 6.0-7.5

🌱 Suitable Crops:
• most crops, vegetables, fruits, cereals

⚠️ Challenges:
• erosion if not managed, requires regular organic addition

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['loamy'],2026-02-12T17:23:09.523362
What soil is best for onion in Pakistan?,"🌾 COMPLETE GUIDE: ONION IN PAKISTAN

📅 Season: rabi
🌱 Soil: sandy loam, loamy
🌡️ Temperature: 13-24°C
💧 Water: moderate, 350-550mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Phulkara, Swat-1, Sialkot Local, Red Pinoy
💊 Fertilizer: NPK 100:50:50, urea
🐛 Pests: thrips, onion fly
🦠 Diseases: purple blotch, downy mildew
📈 Yield: 100-180 maunds, 5000-9000 kg

⏱️ Duration: 100-150 days
🌾 Harvest: March 15 - May 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['onion'],2026-02-12T17:23:09.536878
Best practices for wheat cultivation?,"🌾 COMPLETE GUIDE: WHEAT IN PAKISTAN

📅 Season: rabi, winter
🌱 Soil: loamy, clay loam
🌡️ Temperature: 10-25°C
💧 Water: moderate, 450-650mm annually
📍 Regions: Punjab, Sindh

🎯 Varieties: Sehar-2006, Faisalabad-2008, Galaxy-2013, Inqalab-91
💊 Fertilizer: NPK 120:60:40, urea
🐛 Pests: aphids, armyworm
🦠 Diseases: rust (yellow, brown, stem), loose smut
📈 Yield: 25-35 maunds, 3000-4000 kg

⏱️ Duration: 110-130 days
🌾 Harvest: April 15 - May 15

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['wheat'],2026-02-12T17:23:09.542876
Best practices for chili cultivation?,"🌾 COMPLETE GUIDE: CHILI IN PAKISTAN

📅 Season: kharif
🌱 Soil: sandy loam, loamy
🌡️ Temperature: 20-30°C
💧 Water: moderate, 400-600mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Longi, Mirch-444, NAB-503, Kashmiri (for red)
💊 Fertilizer: NPK 120:60:60, urea
🐛 Pests: thrips, mites
🦠 Diseases: anthracnose, leaf curl
📈 Yield: 30-50 maunds (green), 15-25 maunds (dry red)

⏱️ Duration: 90-120 days
🌾 Harvest: September 15 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['chili'],2026-02-12T17:23:09.558403
Ideal temperature for cotton cultivation?,"🌾 COMPLETE GUIDE: COTTON IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained loamy, black soil
🌡️ Temperature: 21-35°C
💧 Water: moderate, 600-1200mm
📍 Regions: Punjab, Sindh

🎯 Varieties: BT-121, MNH-886, CIM-602, CIM-599
💊 Fertilizer: NPK 80:40:40, urea
🐛 Pests: bollworm, whitefly
🦠 Diseases: cotton leaf curl virus (CLCuV), bacterial blight
📈 Yield: 20-35 maunds lint, 800-1200 kg seed cotton

⏱️ Duration: 150-180 days
🌾 Harvest: October 15 - December 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_specific,['cotton'],2026-02-12T17:23:09.530874
Water holding capacity comparison: loamy vs sandy loam,"📊 COMPARISON: LOAMY vs SANDY LOAM SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Loamy          │ Sandy Loam     │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium         │ medium coarse  │
│ Drainage    │ good           │ good to excellent │
│ Water Hold  │ good           │ moderate       │
│ Nutrients   │ moderate to high │ low to moderate │
└─────────────┴────────────────┴────────────────┘

Loamy crops: most crops, vegetables, fruits
Sandy Loam crops: maize, cotton, tomato",comparison_soil,"['loamy', 'sandy', 'sandy loam']",2026-02-12T17:23:09.532869
